age,job,marital,education,balance,housing,loan,deposit
41,management,married,tertiary,51,no,no,no
55,retired,married,primary,150,no,no,no
51,self-employed,married,secondary,34,no,yes,no
27,services,single,secondary,795,no,no,no
57,blue-collar,married,primary,282,no,yes,no
51,management,single,tertiary,2139,no,no,no
38,management,married,tertiary,-469,yes,no,no
49,admin.,married,secondary,197,yes,no,yes
40,technician,single,tertiary,825,yes,no,no
47,housemaid,single,tertiary,3232,no,no,no
48,management,divorced,secondary,1598,yes,no,no
47,services,married,tertiary,871,no,no,no
56,services,married,secondary,83,no,no,no
29,management,single,tertiary,1445,no,no,yes
38,technician,married,secondary,226,yes,no,yes
32,management,married,tertiary,-55,yes,no,no
42,admin.,single,secondary,243,yes,no,no
30,blue-collar,married,primary,-336,no,no,no
26,admin.,single,tertiary,3672,yes,no,no
35,technician,married,secondary,0,yes,no,yes
35,technician,married,secondary,251,yes,yes,no
35,self-employed,single,tertiary,44,no,no,no
57,blue-collar,married,secondary,2887,no,no,yes
29,admin.,single,secondary,1992,no,no,no
32,blue-collar,single,secondary,2,no,no,no
45,technician,married,secondary,1415,yes,no,no
51,management,single,tertiary,297,yes,no,yes
31,technician,single,secondary,1094,yes,no,no
50,self-employed,married,unknown,-84,yes,no,no
38,blue-collar,single,secondary,-1,yes,no,no
37,management,married,tertiary,347,yes,no,no
35,management,married,tertiary,1253,yes,no,no
37,unemployed,married,unknown,4565,no,no,no
28,management,single,tertiary,781,no,no,no
38,management,married,tertiary,7124,no,no,no
43,management,married,secondary,17555,no,no,no
43,management,married,unknown,5172,yes,no,no
56,management,married,tertiary,15520,no,no,no
32,technician,single,tertiary,13711,yes,no,no
58,management,divorced,tertiary,1533,no,no,no
47,management,married,tertiary,286,no,no,no
31,blue-collar,single,secondary,-219,yes,no,no
38,management,married,tertiary,0,yes,no,no
50,blue-collar,married,secondary,810,yes,no,no
32,blue-collar,married,secondary,300,no,no,no
37,services,single,secondary,1175,yes,no,no
39,management,married,tertiary,0,yes,no,no
40,services,married,secondary,113,yes,no,no
41,blue-collar,married,secondary,641,yes,no,no
45,technician,married,secondary,1477,yes,no,no
31,admin.,married,secondary,0,yes,no,no
54,services,married,primary,8,yes,no,no
39,admin.,divorced,secondary,399,yes,yes,no
56,admin.,divorced,secondary,-435,yes,yes,no
35,admin.,single,secondary,2830,no,no,no
34,management,married,secondary,15,no,no,no
31,technician,single,secondary,125,no,no,no
38,technician,married,tertiary,45,no,no,no
41,technician,married,tertiary,13,no,no,no
44,entrepreneur,married,tertiary,0,yes,no,no
49,blue-collar,married,secondary,579,yes,no,no
30,services,single,secondary,432,yes,no,no
31,services,single,secondary,1987,yes,no,no
34,management,married,secondary,857,yes,no,no
70,retired,married,tertiary,15834,no,no,no
45,management,married,tertiary,3370,no,no,no
31,management,married,tertiary,6290,no,no,no
57,admin.,married,secondary,808,no,no,no
40,services,married,unknown,4075,yes,no,no
28,blue-collar,married,secondary,373,yes,no,no
44,admin.,single,secondary,-101,yes,no,no
49,services,divorced,secondary,3250,no,no,no
46,management,married,tertiary,1375,yes,no,no
34,management,married,tertiary,180,no,no,no
58,technician,married,secondary,175,no,no,no
52,services,married,secondary,381,no,yes,no
27,blue-collar,married,secondary,2171,yes,no,no
48,technician,married,secondary,340,yes,no,no
33,technician,divorced,secondary,10,yes,yes,no
46,admin.,married,secondary,4958,yes,no,no
51,housemaid,married,unknown,21244,no,yes,no
31,management,married,tertiary,156,no,no,yes
35,technician,divorced,secondary,473,yes,yes,no
37,admin.,single,secondary,781,no,no,no
60,entrepreneur,married,primary,0,no,no,no
40,technician,married,secondary,1819,no,no,no
50,management,married,tertiary,4374,yes,no,no
34,entrepreneur,married,secondary,456,yes,yes,no
32,technician,married,secondary,253,yes,no,no
36,services,single,secondary,774,yes,no,no
32,admin.,single,tertiary,-59,no,yes,no
40,services,divorced,secondary,-81,no,yes,no
37,blue-collar,married,primary,0,yes,no,no
57,management,married,tertiary,0,yes,no,no
46,management,married,tertiary,-3,no,no,no
31,blue-collar,single,primary,2488,yes,no,no
39,technician,divorced,tertiary,3,no,no,yes
35,management,married,secondary,839,yes,no,no
32,blue-collar,married,primary,103,no,no,no
44,technician,divorced,secondary,316,yes,no,no
41,technician,single,secondary,1680,yes,no,no
59,retired,divorced,primary,7179,no,no,no
39,services,married,secondary,247,yes,no,no
54,management,married,tertiary,8295,no,no,yes
27,services,single,secondary,261,yes,yes,no
51,self-employed,married,secondary,95,yes,no,yes
33,technician,single,secondary,291,no,no,no
38,blue-collar,married,primary,2240,yes,no,no
52,entrepreneur,married,tertiary,0,no,no,no
54,management,divorced,tertiary,1295,yes,no,no
33,blue-collar,married,primary,324,yes,no,no
50,technician,married,secondary,669,yes,no,no
39,blue-collar,single,secondary,4143,yes,yes,no
34,management,single,tertiary,2646,no,no,yes
41,technician,single,secondary,618,no,no,no
48,management,divorced,tertiary,541,yes,no,no
38,services,married,secondary,434,yes,no,no
34,blue-collar,married,secondary,622,yes,no,no
32,blue-collar,married,secondary,0,yes,no,no
48,management,married,secondary,99,yes,no,no
28,services,single,secondary,290,yes,no,no
47,blue-collar,married,secondary,1230,yes,no,yes
32,admin.,single,secondary,45,yes,yes,no
32,admin.,married,secondary,923,yes,no,no
38,management,married,tertiary,950,no,no,no
86,retired,married,secondary,1503,no,no,no
47,technician,married,secondary,65,no,no,no
42,management,married,primary,-679,yes,yes,no
44,management,married,tertiary,773,no,yes,no
25,student,single,unknown,10788,no,no,no
34,services,divorced,secondary,991,yes,no,no
34,admin.,married,secondary,247,no,no,yes
53,blue-collar,married,primary,4143,no,no,no
42,blue-collar,married,unknown,-406,yes,no,no
30,blue-collar,single,secondary,180,no,no,no
26,blue-collar,single,primary,-887,yes,no,yes
40,services,married,secondary,4157,yes,no,no
34,technician,single,secondary,1386,yes,yes,no
34,services,married,secondary,2211,no,no,no
40,management,married,tertiary,-495,no,yes,no
36,management,married,tertiary,27359,yes,no,no
34,technician,single,secondary,440,yes,no,no
32,blue-collar,single,secondary,135,yes,no,no
39,technician,married,secondary,-735,yes,no,no
36,technician,married,tertiary,60,no,no,no
39,technician,divorced,secondary,902,yes,no,yes
33,management,married,unknown,18347,yes,no,no
34,blue-collar,single,secondary,-72,yes,no,no
42,management,married,tertiary,1205,no,no,yes
46,technician,married,secondary,499,yes,no,no
32,management,single,tertiary,656,yes,yes,no
27,services,married,secondary,100,no,no,no
35,technician,divorced,secondary,69,yes,no,no
53,technician,married,unknown,619,no,no,no
29,services,single,secondary,192,no,no,no
35,management,single,tertiary,0,no,no,no
49,management,married,tertiary,87,no,no,no
58,management,married,tertiary,3228,no,no,no
40,management,single,tertiary,1361,no,no,yes
19,student,single,unknown,0,no,no,no
30,student,single,tertiary,34,yes,no,no
34,technician,single,secondary,318,no,yes,no
60,retired,married,secondary,197,no,no,no
28,student,single,tertiary,0,no,no,yes
46,management,married,tertiary,273,yes,no,yes
49,blue-collar,divorced,primary,15,yes,no,no
59,management,divorced,tertiary,7813,yes,no,no
44,technician,single,secondary,-27,yes,yes,no
33,technician,married,tertiary,75,no,no,no
54,retired,married,secondary,1139,yes,no,no
26,blue-collar,married,secondary,115,yes,no,no
54,blue-collar,married,secondary,0,no,no,no
48,housemaid,married,primary,7195,no,no,yes
30,services,single,tertiary,-477,no,yes,yes
29,management,single,tertiary,1026,no,no,yes
51,entrepreneur,married,tertiary,3921,yes,no,no
53,unemployed,married,primary,980,yes,no,yes
43,blue-collar,married,secondary,-179,yes,no,no
34,admin.,married,tertiary,2552,yes,yes,no
40,entrepreneur,married,tertiary,1729,yes,no,no
43,technician,married,secondary,434,yes,no,no
33,admin.,single,secondary,-300,yes,yes,no
66,retired,married,secondary,4785,no,no,no
44,technician,divorced,secondary,-329,yes,no,no
33,services,married,secondary,0,yes,no,no
31,technician,single,secondary,391,no,no,no
71,retired,married,primary,4657,no,no,yes
22,student,single,primary,3472,no,no,yes
46,unemployed,single,tertiary,705,no,no,no
32,services,married,secondary,255,yes,yes,no
45,blue-collar,married,secondary,4365,no,yes,no
32,management,married,secondary,350,yes,no,no
49,blue-collar,married,primary,474,yes,yes,no
27,technician,single,secondary,489,yes,no,yes
46,entrepreneur,married,secondary,757,no,no,no
37,management,single,tertiary,695,no,no,no
30,unemployed,single,secondary,-770,yes,no,no
44,self-employed,divorced,secondary,80,yes,yes,no
45,technician,married,secondary,315,yes,no,no
27,student,single,secondary,213,no,no,yes
57,housemaid,married,primary,0,no,no,no
66,management,married,tertiary,2169,no,no,no
40,admin.,divorced,secondary,212,no,no,no
48,blue-collar,married,secondary,333,yes,no,no
33,blue-collar,single,secondary,4404,yes,no,no
42,services,divorced,secondary,257,yes,no,yes
47,unemployed,married,secondary,3188,yes,no,no
27,technician,single,tertiary,3083,yes,no,no
78,retired,married,tertiary,226,no,no,no
50,services,married,primary,1260,no,no,no
46,entrepreneur,single,tertiary,1410,yes,no,no
41,admin.,divorced,secondary,6046,yes,yes,yes
36,admin.,single,tertiary,980,no,no,no
49,retired,married,primary,-37,no,no,no
46,management,divorced,tertiary,-154,yes,yes,no
77,retired,married,primary,680,no,no,no
30,technician,single,tertiary,799,yes,yes,no
43,management,single,secondary,-1164,yes,yes,no
44,blue-collar,married,secondary,2523,yes,no,no
40,blue-collar,married,primary,98,yes,no,no
38,blue-collar,married,primary,3419,yes,no,no
25,unemployed,single,tertiary,343,no,no,yes
49,management,married,tertiary,852,yes,no,no
33,blue-collar,married,primary,50,yes,no,no
40,management,single,tertiary,0,no,no,no
44,blue-collar,married,primary,10,yes,no,no
32,blue-collar,married,secondary,950,yes,yes,no
52,management,married,tertiary,0,yes,no,no
35,management,married,tertiary,175,yes,no,no
35,technician,married,secondary,-259,yes,no,no
32,management,married,secondary,6217,yes,yes,no
42,technician,married,secondary,-1310,yes,yes,no
59,blue-collar,married,unknown,139,no,no,no
44,technician,single,secondary,7138,no,no,yes
50,admin.,divorced,secondary,1111,yes,no,no
27,blue-collar,single,secondary,113,no,no,no
55,management,divorced,tertiary,-612,no,no,no
54,blue-collar,married,unknown,310,yes,no,no
31,unemployed,single,secondary,-186,yes,no,no
56,admin.,married,unknown,2038,no,no,no
51,self-employed,married,tertiary,833,no,no,no
61,blue-collar,married,primary,625,yes,no,no
34,technician,single,secondary,105,yes,no,no
56,blue-collar,married,primary,551,no,no,no
29,student,single,unknown,145,no,no,no
34,management,single,tertiary,618,yes,no,no
35,services,single,secondary,1063,yes,yes,no
56,admin.,divorced,secondary,985,no,yes,no
45,blue-collar,married,secondary,2926,yes,yes,no
31,admin.,single,secondary,-449,yes,no,no
37,entrepreneur,divorced,tertiary,66,no,no,yes
43,admin.,married,secondary,0,yes,no,no
40,management,married,unknown,419,yes,no,no
44,management,married,primary,4758,yes,no,yes
38,admin.,single,secondary,-23,no,no,no
58,management,divorced,tertiary,1573,yes,yes,no
24,blue-collar,single,secondary,77,yes,no,no
53,services,married,secondary,1378,yes,no,no
36,blue-collar,married,secondary,-73,yes,yes,no
28,blue-collar,married,primary,60,yes,no,no
45,blue-collar,married,primary,137,yes,yes,no
32,admin.,single,tertiary,1583,yes,no,no
46,admin.,married,secondary,-121,yes,yes,no
28,blue-collar,single,secondary,1065,yes,yes,no
51,unemployed,married,secondary,-13,yes,no,no
51,blue-collar,married,primary,1869,no,no,no
30,technician,single,secondary,4787,yes,no,no
39,technician,married,secondary,-183,yes,no,no
28,blue-collar,married,primary,702,yes,no,no
31,management,single,tertiary,1494,no,no,no
31,blue-collar,married,primary,0,yes,yes,no
38,management,married,tertiary,46,no,no,no
31,blue-collar,single,secondary,609,yes,no,no
74,retired,divorced,secondary,4079,no,no,yes
40,management,single,tertiary,0,yes,no,yes
43,technician,married,secondary,7876,yes,no,no
34,technician,single,tertiary,925,yes,no,yes
54,management,divorced,tertiary,7010,no,no,no
51,blue-collar,married,primary,42,yes,no,no
33,blue-collar,married,secondary,285,no,yes,no
41,technician,married,tertiary,0,no,no,no
33,management,single,tertiary,3170,no,no,no
48,admin.,married,secondary,8,no,yes,no
42,self-employed,divorced,tertiary,216,yes,no,no
35,management,single,tertiary,2975,no,no,no
25,admin.,married,secondary,894,yes,no,no
38,blue-collar,single,primary,490,yes,yes,no
45,entrepreneur,married,secondary,245,yes,no,no
59,management,divorced,tertiary,0,yes,no,no
47,management,married,unknown,150,no,no,no
33,management,married,tertiary,4,yes,no,no
59,management,married,primary,1727,no,no,yes
41,blue-collar,divorced,primary,664,no,yes,yes
42,technician,married,secondary,473,yes,no,no
51,technician,divorced,tertiary,0,no,no,no
45,management,married,tertiary,-192,yes,no,no
30,management,married,tertiary,1942,yes,yes,yes
33,blue-collar,single,secondary,5137,yes,no,no
43,management,married,tertiary,13044,no,no,no
37,blue-collar,married,secondary,1053,no,no,no
73,retired,married,primary,154,no,no,no
43,blue-collar,married,secondary,625,yes,no,no
52,unemployed,married,primary,255,no,yes,no
44,management,married,tertiary,529,yes,no,no
56,management,married,tertiary,318,no,yes,no
21,services,single,secondary,1903,yes,no,no
43,unknown,married,tertiary,1937,no,no,no
54,management,married,primary,3859,no,yes,no
59,technician,married,primary,4198,no,no,yes
52,blue-collar,married,primary,230,yes,no,no
31,admin.,single,secondary,747,yes,no,yes
53,admin.,married,secondary,263,no,yes,no
24,technician,single,secondary,-46,yes,no,no
57,retired,married,secondary,0,no,yes,no
48,technician,married,secondary,568,yes,no,yes
57,technician,married,secondary,1469,yes,no,no
51,technician,married,secondary,18,no,yes,no
50,management,divorced,tertiary,201,yes,no,no
34,blue-collar,married,secondary,1412,yes,yes,no
43,blue-collar,married,primary,-93,yes,no,no
31,services,married,secondary,-331,yes,no,no
29,blue-collar,married,unknown,486,yes,no,no
39,blue-collar,married,primary,694,yes,no,no
36,management,single,tertiary,2806,yes,no,no
38,unemployed,single,tertiary,0,no,no,no
56,management,divorced,tertiary,2959,yes,no,no
41,housemaid,divorced,primary,22,yes,no,no
47,technician,married,secondary,1167,yes,no,yes
38,management,single,tertiary,35,yes,no,no
80,retired,married,secondary,8304,no,no,no
37,services,married,secondary,4760,yes,no,no
44,management,single,tertiary,-1313,yes,yes,no
33,blue-collar,single,secondary,697,no,no,yes
53,technician,married,secondary,230,no,yes,no
69,retired,married,tertiary,473,no,no,no
